"ID";"Номер AC";"ID програми в ЄДЕБО";"Назва університету";"Рівень вищої освіти";"Галузь знань";"Спеціальність";"Назва ОП"
"4363";"1446/АС-21";"27312";"Чернівецький національний університет імені Юрія Федьковича";"Магістр";"04 Богослов’я";"041 Богослов’я";"Богослов'я"
